000000	Xerox 
00A039	Ross Technology
00A03A	Kubotek 
00A03B	Toshin Electric
00A03C	EG&G Nuclear Instruments
00A03D	Opto-22
00A03E	ATM Forum
00A03F	Computer Society Microprocessor & Microprocessor Standards C
00A040	Apple
00A041	Inficon
00A042	Spur Products.
00A043	American Technology Labs
00A044	NTT IT
00A045	PHOENIX CoNTACT Electronics
00A046	Scitex.
00A047	Integrated Fitness.
00A048	Questech
00A049	Digitech Industries
00A04A	Nisshin Electric
00A04B	TFL LAN
00A04C	Innovative Systems & Technologies
00A04D	EDA Instruments
00A04E	Voelker Technologies
00A04F	Ameritec.
00A050	Cypress Semiconductor
00A051	Angia Communications.
00A052	Stanilite Electronics Pty.
00A053	Compact Devices
00A054	Private
00A055	Data Device 
00A056	Micropross
00A057	LANCOM Systems
00A058	Glory
00A059	Hamilton Hallmark
00A05A	Kofax Image Products
00A05B	Marquip
00A05C	Inventory Conversion/
00A05D	CS CoMPUTER SysTEME
00A05E	Myriad Logic
00A05F	BTG Electronics Design BV
00A060	Acer Peripherals
00A061	Puritan Bennett
00A062	AES Prodata
00A063	JRL Systems
00A064	KVB/Analect
00A065	Symantec 
00A066	ISA
00A067	Network Services Group
00A068	BHP Limited
00A069	Symmetricom
00A06A	Verilink 
00A06B	DMS Dorsch Mikrosystem
00A06C	Shindengen Electric MFG.
00A06D	Mannesmann Tally 
00A06E	Austron
00A06F	Color Sentinel SystemsLLC
00A070	Coastcom
00A071	Video Lottery TechnologiesInc
00A072	Ovation Systems
00A073	CoM21
00A074	Perception Technology
00A075	Micron Technology
00A076	Cardware LAB
00A077	Fujitsu Nexion
00A078	Marconi Communications
00A079	Alps Electric (USA)
00A07A	Advanced Peripherals Technologies
00A07B	Dawn Computer In
00A07C	Tonyang Nylon
00A07D	Seeq Technology
00A07E	Avid Technology
00A07F	GSM-Syntel
00A080	Tattile SRL 
00A081	Alcatel Data Networks
00A082	NKT Elektronik A/S
00A083	Asimmphony Turkey
00A084	Dataplex Pty
00A085	Private
00A086	Amber Wave Systems
00A087	Microsemi 
00A088	Essential Communications
00A089	Xpoint Technologies
00A08A	Brooktrout Technology
00A08B	Aston Electronic Designs
00A08C	MultiMedia LANs
00A08D	Jacomo 
00A08E	Check Point Software Technologies
00A08F	Desknet Systems
00A090	TimeStep 
00A091	Applicom International
00A092	H. Bollmann Manufacturers
00A093	B/E AEROSPACE
00A094	Comsat 
00A095	Acacia Networks
00A096	Mitsumi Electric
00A097	JC Information Systems
00A098	NetApp
00A099	K-NET
00A09A	Nihon Kohden America
00A09B	Qpsx Communications
00A09C	Xyplex
00A09D	Johnathon Freeman Technologies
00A09E	Ictv
00A09F	Commvision.
00A0A0	Compact Data
00A0A1	Epic Data
00A0A2	Digicom S.P.A.
00A0A3	Reliable Power Meters
00A0A4	Oracle  
00A0A5	Teknor Microsysteme
00A0A6	M.I. SystemsK.K.
00A0A7	Vorax 
00A0A8	Renex 
00A0A9	Navtel Communications
00A0AA	Spacelabs Medical
00A0AB	Netcs Informationstechnik
00A0AC	Gilat Satellite Networks
00A0AD	Marconi SPA
00A0AE	Nucom Systems
00A0AF	WMS Industries
00A0B0	I-O Data Device
00A0B1	First Virtual 
00A0B2	Shima Seiki
00A0B3	Zykronix
00A0B4	Texas Microsystems
00A0B5	3H Technology
00A0B6	Sanritz Automation
00A0B7	Cordant
00A0B8	NetApp
00A0B9	Eagle Technology
00A0BA	Patton Electronics
00A0BB	Hilan
00A0BC	ViasatIncorporated
00A0BD	I-Tech.
00A0BE	Integrated Circuit SystemsCommunications Group
00A0BF	Wireless Data Group Motorola
00A0C0	Digital Link.
00A0C1	Ortivus Medical AB
00A0C2	R.A. Systems
00A0C3	Unicomputer
00A0C4	Cristie Electronics
00A0C5	ZyXEL Communications
00A0C6	Qualcomm
00A0C7	Tadiran Telecommunications
00A0C8	Adtran Inc
00A0C9	Intel 
00A0CA	Fujitsu Denso
00A0CB	ARK Telecommunications
00A0CC	Lite-ON Communications
00A0CD	DR. JOHANNES HEIDENHAIN
00A0CE	Ecessa
00A0CF	Sotas
00A0D0	TEN X Technology
00A0D1	Inventec 
00A0D2	Allied Telesis International 
00A0D3	Instem Computer Systems
00A0D4	Radiolan
00A0D5	Sierra Wireless Inc
00A0D6	SBE
00A0D7	Kasten Chase Applied Research
00A0D8	Spectra - TEK
00A0D9	Convex Computer 
00A0DA	INTEGRATED SysTEMS Technology
00A0DB	Fisher & Paykel Production
00A0DC	O.N. Electronic
00A0DD	Azonix 
00A0DE	Yamaha 
00A0DF	STS Technologies
00A0E0	Tennyson Technologies Pty
00A0E1	Westport Research Associates
00A0E2	Keisokugiken 
00A0E3	XKL Systems.
00A0E4	Optiquest
00A0E5	NHC Communications
00A0E6	Dialogic 
00A0E7	Central Data 
00A0E8	Reuters Holdings PLC
00A0E9	Electronic Retailing Systems International
00A0EA	Ethercom.
00A0EB	Encore Networks
00A0EC	Transmitton
00A0ED	Brooks Automation
00A0EE	Nashoba Networks
00A0EF	Lucidata
00A0F0	Toronto Microelectronics
00A0F1	MTI
00A0F2	Infotek Communications
00A0F3	Staubli
00A0F4	GE
00A0F5	Radguard
00A0F6	AutoGas Systems
00A0F7	V.I Computer.
00A0F8	Zebra Technologies Inc
00A0F9	Bintec Communications
00A0FA	Marconi Communication
00A0FB	Toray Engineering
00A0FC	Image Sciences
00A0FD	Scitex Digital Printing
00A0FE	Boston Technology
00A0FF	Tellabs Operations
00A1DE	ShenZhen ShiHua Technology
00A289	Cisco Systems
00A2DA	INAT
00A2EE	Cisco Systems
00A2F5	Guangzhou Yuanyun Network Technology
00A2FF	abatec group AG
00A38E	Cisco Systems
00A3D1	Cisco Systems
00A509	WigWag
00A6CA	Cisco Systems
00A742	Cisco Systems
00A784	ITX security
00AA00	Intel 
00AA01	Intel 
00AA02	Intel 
00AA3C	Olivetti Telecom SPA (Olteco)
00AA70	LG Electronics (Mobile Communications)
00ACE0	ARRIS Group
00AECD	Pensando Systems
00AEFA	Murata Manufacturing
00AF1F	Cisco Systems
02AA3C	Olivetti Telecomm SPA (Olteco)
04A151	Netgear
04A316	Texas Instruments
04A3F3	Emicon
04A82A	Nokia 
04AB18	Elecom
04AC44	Holtek Semiconductor
08A12B	ShenZhen EZL Technology
08A5C8	Sunnovo International Limited
08A8A1	Cyclotronics Power ConceptsInc
08A95A	Azurewave Technologies
08ACA5	Benu Video
08AED6	Samsung Electronics
08AF78	Totus Solutions
0CA138	Blinq Wireless
0CA2F4	Chameleon Technology (UK) Limited
0CA402	Alcatel-Lucent IPD
0CA42A	OB Telecom Electronic Technology
0CA694	Sunitec Enterprise
0CA8A7	Samsung Electronics
0CAC05	Unitend Technologies
0CAE7D	Texas Instruments
0CAF5A	Genus Power Infrastructures Limited
10A13B	Fujikura Rubber
10A4B9	Baidu Online Network Technology (Beijing)
10A4BE	Shenzhen Bilian Electronic
10A5D0	Murata Manufacturing
10A659	Mobile Create
10A743	SK Mtek Limited
10A932	Beijing Cyber Cloud Technology 
10AE60	Private
10AF78	Shenzhen ATUE Technology
14A0F8	Huawei Technologies
14A364	Samsung Electronics
14A51A	Huawei Technologies
14A62C	S.M. Dezac S.A.
14A72B	currentoptronics Pvt.Ltd
14A78B	Zhejiang Dahua Technology
14A86B	ShenZhen Telacom Science&Technology
14A9E3	MST 
14ABC5	Intel 
14ABF0	ARRIS Group
14AEDB	VTech Telecommunications
18A28A	Essel-T
18A3E8	Fiberhome Telecommunication Technologies
18A6F7	TP-Link Technologies
18A905	Hewlett-Packard Company
18A958	Provision Thai
18A99B	Dell
18AA45	Fon Technology
18ABF5	Ultra Electronics Electrics
18AD4D	Polostar Technology 
18AEBB	Siemens Convergence Creators&Co.KG
18AF61	Apple
18AF8F	Apple
18AF9F	DIGITRONIC Automationsanlagen
1CA0B8	Hon Hai Precision Ind.
1CA0D3	IEEE Registration Authority
1CA2B1	ruwido austria
1CA532	Shenzhen Gongjin ElectronicsLT
1CA770	Shenzhen Chuangwei-RGB Electronics
1CAA07	Cisco Systems
1CAB01	Innovolt
1CAB34	New H3C Technologies
1CABA7	Apple
1CABC0	Hitron Technologies. Inc
1CADD1	Bosung Electronics
1CAF05	Samsung Electronics
1CAFF7	D-Link International
20A2E4	Apple
20A2E7	Lee-Dickens
20A60C	Xiaomi Communications Co
20A680	Huawei Technologies
20A6CD	Hewlett Packard Enterprise
20A783	miControl
20A787	Bointec Taiwan  Limited
20A8B9	Siemens AG
20A90E	TCT mobile
20A99B	Microsoft 
20AA25	IP-NET LLC
20AA4B	Cisco-Linksys LLC
20AB37	Apple
24A074	Apple
24A2E1	Apple
24A42C	KOUKAAM a.s.
24A43C	Ubiquiti Networks
24A495	Thales Canada
24A534	SynTrust Tech International 
24A7DC	BSkyB
24A87D	Panasonic Automotive Systems Asia Pacific(Thailand)Co.
24A937	PURE Storage
24AB81	Apple
24AF4A	Alcatel-Lucent IPD
24AF54	NEXGEN Mediatech
28A02B	Apple
28A183	Alps Electric
28A186	enblink
28A192	GERP Solution
28A1EB	Etek Technology (Shenzhen)
28A241	exlar
28A24B	Juniper Networks
28A574	Miller Electric Mfg.
28A5EE	Shenzhen SDGI CATV
28A6AC	seca & kg
28A6DB	Huawei Technologies
28AC67	Mach PowerRappresentanze Internazionali s.r.l.
28AC9E	Cisco Systems
28AD3E	Shenzhen TONG BO WEI Technology
28AF0A	Sirius XM Radio Inc
2CA157	acromate
2CA17D	ARRIS Group
2CA2B4	Fortify TechnologiesLLC
2CA30E	Power Dragon Development Limited
2CA539	Parallel WirelessInc
2CA780	True Technologies
2CA835	RIM
2CAB00	Huawei Technologies
2CAB25	Shenzhen Gongjin ElectronicsLT
2CABA4	Cisco SPVTG
2CABEB	Cisco Systems
2CAC44	Conextop
2CAD13	Shenzhen Zhilu Technology
2CAE2B	Samsung Electronics
30A220	ARG Telecom
30A243	Shenzhen Prifox Innovation Technology
30A8DB	Sony Mobile Communications Inc
30A9DE	LG Innotek
30AABD	Shanghai Reallytek Information Technology
30AE7B	Deqing Dusun Electron
30AEA4	Espressif
30AEF6	Radio Mobile Access
34A183	AWareInc
34A2A2	Huawei Technologies
34A395	Apple
34A3BF	Terewave.
34A55D	Technosoft International SRL
34A5E1	Sensorist ApS
34A68C	Shine Profit Development Limited
34A709	Trevil srl
34A7BA	Fischer International Systems 
34A843	KYOCERA Display 
34A84E	Cisco Systems
34AA8B	Samsung Electronics
34AA99	Nokia
34AAEE	Mikrovisatos Servisas UAB
34AB37	Apple
34ADE4	Shanghai Chint Power Systems
34AF2C	Nintendo
38A28C	Shenzhen RF-Link Technology
38A4ED	Xiaomi Communications Co
38A53C	CoMECER Netherlands
38A5B6	Shenzhen Megmeet Electrical
38A6CE	BSkyB
38A851	MoogIng
38A86B	Orga BV
38A95F	Actifio Inc
38AA3C	Samsung Electro Mechanics
38AC3D	Nephos Inc
38AD8E	New H3C Technologies
38ADBE	New H3C Technologies
38AF29	Zhejiang Dahua Technology
38AFD7	Fujitsu Limited
3CA067	Liteon Technology 
3CA10D	Samsung Electronics
3CA308	Texas Instruments
3CA315	Bless Information & Communications
3CA31A	Oilfind International LLC
3CA348	vivo Mobile Communication
3CA581	vivo Mobile Communication
3CA616	vivo Mobile Communication
3CA72B	MRV Communications (Networks)
3CA82A	Hewlett-Packard Company
3CA9F4	Intel 
3CAA3F	iKey
3CAB8E	Apple
3CAE69	ESA Elektroschaltanlagen Grimma
40A3CC	Intel 
40A5EF	Shenzhen Four Seas Global Link Network Technology
40A677	Juniper Networks
40A6A4	PassivSystems
40A6D9	Apple
40A6E8	Cisco Systems
40A8F0	Hewlett-Packard Company
40A93F	Private
40AC8D	Data Management
44A42D	TCT mobile
44A689	Promax Electronica SA
44A6E5	Thinking Technology
44A7CF	Murata Manufacturing
44A842	Dell
44A8C2	Sewoo Tech
44AA27	udworks
44AA50	Juniper Networks
44AAE8	Nanotec Electronic & KG
44AAF5	ARRIS Group
44AD19	Xingfei (H.K)Limited 
44ADD9	Cisco Systems
48A195	Apple
48A22D	Shenzhen Huaxuchang Telecom Technology
48A2B7	Kodofon JSC
48A380	Gionee Communication Equipment
48A6D2	GJsun Optical Science and Tech
48A74E	zte 
48A91C	Apple
48A9D2	Wistron Neweb 
48AA5D	Store Electronic Systems
48AD08	Huawei Technologies
4CA003	T-21 Technologies LLC
4CA161	Rain Bird 
4CA515	Baikal Electronics JSC
4CA56D	Samsung Electronics
4CA74B	Alcatel Lucent
4CA928	Insensi
4CAA16	Azurewave Technologies
4CAB33	KST technology
4CABFC	zte 
4CAC0A	zte 
4CAE1C	SaiNXT Technologies LLP
4CAE31	ShengHai Electronics (Shenzhen)
50A009	Xiaomi Communications Co
50A054	Actineon
50A0BF	Alba Fiber Systems
50A4C8	Samsung Electronics
50A4D0	IEEE Registration Authority
50A67F	Apple
50A6E3	David Clark Company
50A715	Aboundi
50A72B	Huawei Technologies
50A733	Ruckus Wireless
50A83A	S Mobile Devices Limited
50A9DE	Smartcom - Bulgaria AD
50AB3E	Qibixx AG
50ABBF	Hoseo Telecom
50ADD5	Dynalec 
50AF73	Shenzhen Bitland Information Technology
54A04F	t-mac Technologies
54A050	ASUSTek Computer
54A274	Cisco Systems
54A31B	Shenzhen Linkworld Technology Co.Ltd
54A3FA	BQT Solutions (Australia)Pty
54A51B	Huawei Technologies
54A54B	NSC Communications Siberia
54A619	Alcatel-Lucent Shanghai Bell
54A65C	Technicolor CH USA
54A9D4	Minibar Systems
54AB3A	Quanta Computer
54AE27	Apple
58A0CB	TrackNetInc
58A2B5	LG Electronics (Mobile Communications)
58A48E	PixArt Imaging
58A76F	iD 
58A839	Intel 
58AC78	Cisco Systems
5CA176	Sichuan Tianyi Comheart Telecomco.
5CA178	TableTop Media (dba Ziosk)
5CA39D	Samsung Electro Mechanics
5CA3EB	Lokel s.r.o.
5CA48A	Cisco Systems
5CA86A	Huawei Technologies
5CA933	Luma Home
5CAAFD	Sonos
5CAC4C	Hon Hai Precision Ind.
5CAD76	Shenzhen TCL New Technology
5CADCF	Apple
5CAF06	LG Electronics (Mobile Communications)
60A10A	Samsung Electronics
60A37D	Apple
60A44C	ASUSTek Computer
60A4D0	Samsung Electronics
60A8FE	Nokia
60A9B0	Merchandising TechnologiesInc
60ACC8	KunTeng
60AF6D	Samsung Electronics
64A0E7	Cisco Systems
64A232	OOO Samlight
64A2F9	OnePlus Technology (Shenzhen)
64A341	Wonderlan (Beijing) Technology
64A3CB	Apple
64A5C3	Apple
64A651	Huawei Technologies
64A68F	Zhongshan Readboy Electronics
64A769	HTC 
64A7DD	Avaya Inc
64A837	Juni Korea
64AE0C	Cisco Systems
64AE88	Polytec
68A0F6	Huawei Technologies
68A1B7	Honghao Mingchuan Technology (Beijing)
68A378	Freebox SAS
68A3C4	Liteon Technology 
68A40E	BSH Hausger?te
68A682	Shenzhen YOUHUA Technology
68A828	Huawei Technologies
68A86D	Apple
68AAD2	Datecs
68AB1E	Apple
68AB8A	RF IDeas
68AE20	Apple
68AF13	Futura Mobility
6CA100	Intel 
6CA682	EDAM Information & Communications
6CA75F	zte 
6CA780	Nokia 
6CA7FA	Youngbo Engineering
6CA849	Avaya Inc
6CA858	Fiberhome Telecommunication Technologies
6CA906	Telefield
6CA96F	TransPacket AS
6CAAB3	Ruckus Wireless
6CAB31	Apple
6CAB4D	Digital Payment Technologies
6CAC60	Venetex
6CAD3F	Hubbell Building Automation
6CADEF	KZ Broadband Technologies 
6CADF8	Azurewave Technologies
6CAE8B	IBM 
6CAF15	Webasto SE
70A191	Trendsetter MedicalLLC
70A2B3	Apple
70A41C	Advanced Wireless Dynamics S.L.
70A66A	Prox Dynamics AS
70A84C	MONAD.
70A8E3	Huawei Technologies
70AAB2	BlackBerry RTS
70AD54	Malvern Instruments
70AF24	TP Vision Belgium NV
70AF25	Nishiyama Industry
70AF6A	Shenzhen Fenglian Technology
74A02F	Cisco Systems
74A063	Huawei Technologies
74A2E6	Cisco Systems
74A34A	Zimi 
74A4A7	QRS Music Technologies
74A4B5	Powerleader Science and Technology
74A528	Huawei Technologies
74A722	LG Electronics (Mobile Communications)
74A78E	zte 
74AC5F	Qiku Internet Network Scientific (Shenzhen)
74ADB7	China Mobile Group Device
74AE76	iNovo Broadband
78A051	iiNet Labs Pty 
78A106	TP-Link Technologies
78A183	Advidia
78A2A0	Nintendo
78A351	Shenzhen Zhibotong Electronics
78A3E4	Apple
78A504	Texas Instruments
78A5DD	Shenzhen Smarteye Digital Electronics
78A683	Precidata
78A6BD	DAEYEON Control&Instrument Co.Ltd
78A6E1	Brocade Communications Systems
78A714	Amphenol
78A873	Samsung Electronics
78AB60	ABB Australia
78ABBB	Samsung Electronics
78ACBF	Igneous Systems
78ACC0	Hewlett-Packard Company
78AE0C	Far South Networks
78AF58	Gimasi SA
78AFE4	Comau S.p.A
7CA15D	GN ReSound A/S
7CA177	Huawei Technologies
7CA237	King Slide Technology
7CA23E	Huawei Technologies
7CA29B	D.SignT & KG
7CA61D	MHLLLC
7CA97D	Objenious
7CAB25	Mesmo Technology
7CACB2	Bosch Software Innovations
7CAD74	Cisco Systems
80A036	Shanghai MXCHIP Information Technology
80A1AB	Intellisis
80A1D7	Shanghai DareGlobal Technologies
80A589	Azurewave Technologies
80A85D	Osterhout Design Group
80AAA4	Usag
80ACAC	Juniper Networks
80AD16	Xiaomi Communications Co
80AD67	Kasda Networks Inc
84A134	Apple
84A1D1	Sagemcom Broadband SAS
84A24D	Birds Eye Systems Private Limited
84A423	Sagemcom Broadband SAS
84A466	Samsung Electronics
84A6C8	Intel 
84A783	Alcatel Lucent
84A788	Perples
84A8E4	Huawei Technologies
84A991	Cyber Trans Japan
84A9C4	Huawei Technologies
84AA9C	MitraStar Technology.
84ACA4	Beijing Novel Super Digital TV Technology
84ACFB	Crouzet Automatismes
84AD58	Huawei Technologies
84AF1F	Beat System Service Co.
84AFEC	Buffalo.Inc
88A084	Formation Data Systems
88A25E	Juniper Networks
88A2D7	Huawei Technologies
88A3CC	Amatis Controls
88A5BD	Qpcom
88A6C6	Sagemcom Broadband SAS
88A73C	Ragentek Technology Group
88A9A7	IEEE Registration Authority
88ACC1	Generiton 
88AD43	Pegatron 
88ADD2	Samsung Electronics
88AE07	Apple
88AE1D	Compal Information (Kunshan)
8CA048	Beijing NeTopChip Technology
8CA2FD	Starry
8CA5A1	Oregano Systems - Design & Consulting
8CA6DF	TP-Link Technologies
8CA982	Intel 
8CAB8E	Shanghai Feixun Communication
8CAE4C	Plugable Technologies
8CAE89	Y-cam Solutions
90A137	Beijing Splendidtel Communication Technology Co.
90A210	United Telecoms
90A2DA	Gheo SA
90A365	HMD Global Oy
90A46A	Sisnet
90A4DE	Wistron Neweb 
90A62F	Naver
90A783	JSW Pacific  
90A7C1	Pakedge Device and Software
90AC3F	BrightSign LLC
90ADF7	vivo Mobile Communication
90AE1B	TP-Link Technologies
94A04E	Bostex Technology
94A1A2	AMPAK Technology
94A7B7	zte 
94A7BC	BodyMedia
94AAB8	Joview(Beijing) Technology
94ABDE	OMX Technology - FZE
94ACCA	trivum technologies
94AE61	Alcatel Lucent
94AEE3	Belden Hirschmann Industries (Suzhou)
98A404	Ericsson AB
98A40E	Snap
98A7B0	Mcst ZAO
98AA3C	Will i-tech
98AAD7	Blue Wave Networking Co
98AAFC	IEEE Registration Authority
9CA10A	Scle SFE
9CA134	Nike
9CA3A9	Guangzhou Juan Optical and Electronical Tech Joint Stock
9CA3BA	SAKURA Internet
9CA577	Osorno Enterprises
9CA5C0	vivo Mobile Communication
9CA615	TP-Link Technologies
9CA69D	Whaley TechnologyLtd
9CA9E4	zte 
9CAC6D	Universal Electronics
9CAD97	Hon Hai Precision Ind.
9CADEF	Obihai Technology
9CAED3	Seiko Epson 
9CAF6F	Itel Mobile Limited
9CAFCA	Cisco Systems
A0A130	DLI Taiwan Branch Office
A0A23C	Gpms
A0A33B	Huawei Technologies
A0A3E2	Actiontec ElectronicsInc
A0A65C	Supercomputing Systems AG
A0A763	Polytron Vertrieb
A0A8CD	Intel 
A0AAFD	EraThink Technologies.
A0AB1B	D-Link International
A0ADA1	JMR ElectronicsInc
A0AFBD	Intel 
A4A1C2	Ericsson AB
A4A1E4	Innotube
A4A24A	Cisco SPVTG
A4A4D3	Bluebank Communication TechnologyLtd
A4A6A9	Private
A4A80F	Shenzhen Coship Electronics
A4AD00	Ragsdale Technology
A4ADB8	Vitec GroupCamera Dynamics
A4AE9A	Maestro Wireless Solutions
A8A089	Tactical Communications
A8A198	TCT mobile
A8A5E2	MSF-Vathauer Antriebstechnik & Co KG 
A8A648	Qingdao Hisense Communications
A8A668	zte 
A8A795	Hon Hai Precision Ind.
A8AD3D	Alcatel-Lucent Shanghai Bell
ACA016	Cisco Systems
ACA213	Shenzhen Bilian electronic
ACA22C	Baycity Technologies
ACA31E	Aruba Networks
ACA430	Peerless AV
ACA667	Electronic Systems Protection
ACA919	TrekStor
ACA9A0	Audioengine
ACAB2E	Beijing LasNubes Technology
ACAB8D	Lyngso Marine A/S
ACABBF	AthenTek
ACAFB9	Samsung Electronics
B0A10A	Pivotal Systems 
B0A2E7	Shenzhen TINNO Mobile Technology.
B0A37E	Qing DAO Haier Telecom
B0A72A	Ensemble Designs
B0A737	Roku
B0A86E	Juniper Networks
B0AA36	Guangdong Oppo Mobile Telecommunications.
B0AA77	Cisco Systems
B0ACD2	zte 
B0ACFA	Fujitsu Limited
B0ADAA	Avaya Inc
B4A382	Hangzhou Hikvision Digital Technology
B4A4B5	Zen Eye
B4A4E3	Cisco Systems
B4A5A9	MODI
B4A5EF	Sercomm .
B4A828	Shenzhen Concox Information Technology
B4A82B	Histar Digital Electronics
B4A8B9	Cisco Systems
B4A95A	Avaya Inc
B4A984	Symantec 
B4A9FE	GHIA Technology (Shenzhen)
B4AA4D	Ensequence
B4AB2C	MtM Technology 
B4AE2B	Microsoft 
B4AE6F	Circle RelianceInc DBA Cranberry Networks
B8A175	Roku
B8A386	D-Link International
B8A3E0	BenRui Technology
B8A8AF	Logic S.p.A.
B8AC6F	Dell
B8AD3E	Bluecom
B8AE6E	Nintendo
B8AEED	Elitegroup Computer Systems
B8AF67	Hewlett-Packard Company
BCA042	Shanghai Flyco Electrical Appliance
BCA4E1	Nabto
BCA8A6	Intel 
BCA920	Apple
BCA9D6	Cyber-Rain
BCAB7C	TRnP KOREA Co
BCAD28	Hangzhou Hikvision Digital Technology
BCADAB	Avaya Inc
BCAEC5	ASUSTek Computer
C0A00D	ARRIS Group
C0A0BB	D-Link International
C0A0C7	Fairfield Industries
C0A0DE	Multi Touch Oy
C0A0E2	Eden Innovations
C0A1A2	MarqMetrix
C0A26D	Abbott Point Of Care
C0A364	3D Systems Massachusetts
C0A39E	EarthCam
C0A53E	Apple
C0A5DD	Shenzhen Mercury Communication Technologies
C0A8F0	Adamson Systems Engineering
C0AA68	OSASI Technos
C0AC54	Sagemcom Broadband SAS
C4A366	zte 
C4A81D	D-Link International
C4AAA1	SUMMIT DEVELOPMENTspol.s r.o.
C4ABB2	vivo Mobile Communication
C4AD21	MEDIAEDGE 
C4ADF1	GOPEACE
C4AE12	Samsung Electronics
C8A030	Texas Instruments
C8A1B6	Shenzhen Longway Technologies
C8A1BA	Neul
C8A2CE	Oasis Media Systems LLC
C8A620	NebulaInc
C8A70A	Verizon Business
C8A729	Systronics
C8A823	Samsung Electronics
C8A9FC	Goyoo Networks
C8AA21	ARRIS Group
C8AA55	Hunan Comtom Electronic Incorporated
C8AACC	Private
C8AE9C	Shanghai TYD Elecronic Technology
C8AF40	marco Systemanalyse und Entwicklung
C8AFE3	Hefei Radio Communication Technology 
CCA0E5	DZG Metering
CCA219	Shenzhen Along Investment
CCA223	Huawei Technologies
CCA260	Sichuan Tianyi Comheart Telecomco.
CCA374	Guangdong Guanglian Electronic TechnologyLtd
CCA462	ARRIS Group
CCA4AF	Shenzhen Sowell Technology
CCA614	Aifa Technology.
CCAF78	Hon Hai Precision Ind.
